cif_file,metal,modification,mod_code,sa,mpd,pd,pv,vf,ci,ad,time,ph,temp,ionic_charge,atomic_radius,polarizability,electronegativity,source_file
ECIWUJ01_clean,Zn,Unmodified,0,419.27,3.1884942876905096,4.7148,0.33421,0.4858,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ECIWUJ04_clean,Zn,Unmodified,0,537.28,2.525394580107207,4.30617,0.339211,0.4848,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ECOWUQ_clean,Zn,Unmodified,0,2099.84,1.722496952148735,13.21617,0.904242,0.6828,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EDUSOL_clean,Zn,Unmodified,0,683.017,1.5827483064111139,12.82141,0.270261,0.5914,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EDUTUS_clean,Zn,Unmodified,0,3391.37,1.6817864166988563,17.91796,1.42589,0.8274,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EDUVAA_clean,Zn,Unmodified,0,3452.06,1.2490976402495901,11.12176,1.07799,0.7446,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EDUVEE_clean,Zn,Unmodified,0,2594.8,1.306779713272699,12.39923,0.847708,0.691,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EDUVII_clean,Zn,Unmodified,0,4451.74,1.833709965092301,20.32202,2.0408,0.8576,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EDUVUU_clean,Zn,Unmodified,0,3472.49,1.2963262673182643,9.45386,1.12537,0.7852,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EDUWAB_clean,Zn,Unmodified,0,3525.73,2.9394990540965984,25.32442,2.59097,0.9,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EGEJOQ_clean,Zn,Unmodified,0,1009.28,1.6835288522511098,7.45353,0.424788,0.531,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EGEJUW_clean,Zn,Unmodified,0,1532.22,1.5877954862878698,9.46971,0.608213,0.6188,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EHUSUX_clean,Cu,Unmodified,0,2475.35,1.3773211869028623,11.68128,0.852338,0.6798,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
EHUTAE_clean,Cu,Unmodified,0,2857.89,1.362146198769022,11.6271,0.973216,0.7062,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
EJATIS_clean,Fe,Unmodified,0,110.238,4.801393348935938,4.15596,0.132324,0.3638,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
EKEKIQ_clean,Zn,Unmodified,0,893.491,2.127497646870534,7.79579,0.475225,0.5546,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EKEKOW_clean,Zn,Unmodified,0,1085.27,1.7340016770020366,7.39946,0.470465,0.5626,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EKEMEO_clean,Cu,Unmodified,0,1811.03,1.2989624688713053,10.7868,0.588115,0.6446,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
EKEYAW_clean,Zn,Unmodified,0,883.551,2.00773469782729,7.8433,0.443484,0.543,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ELEROE_clean,Cu,Unmodified,0,1724.91,1.4986242760491852,12.99873,0.646248,0.6496,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
EMEHUB_clean,Cu,Unmodified,0,79.0,17.255493670886075,4.20149,0.340796,0.4784,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
ENEQUL_clean,Cu,Unmodified,0,1619.05,1.5333806862048731,7.56046,0.620655,0.6008,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
ENOWUB_clean,Zr,Unmodified,0,3455.97,1.4910893323726768,15.3021,1.28829,0.7744,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
EPECOT_clean,Zn,Unmodified,0,569.283,2.745903179964974,6.95752,0.390799,0.4962,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EPECUZ_clean,Zn,Unmodified,0,79.0,22.23387341772152,6.24856,0.439119,0.5436,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EQOCOC01_clean,Zn,Unmodified,0,2177.26,1.305363622167311,9.01895,0.710529,0.6844,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ERALEQ_clean,Zr,Unmodified,0,2183.86,1.2894746000201476,9.66443,0.704008,0.6884,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERALIU_clean,Zr,Unmodified,0,1874.56,1.4936262376237623,14.86335,0.699973,0.7196,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERAMOB_clean,Zr,Unmodified,0,2277.21,1.418483143847076,11.82373,0.807546,0.6972,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERAMUH_clean,Zr,Unmodified,0,2304.0,1.4199131944444445,15.0811,0.81787,0.7424,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERANAO_clean,Zr,Unmodified,0,79.0,2.7405569620253165,3.91189,0.054126,0.3488,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERANES_clean,Zr,Unmodified,0,2800.69,1.2628445133163615,8.79503,0.884209,0.711,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERANIW_clean,Zr,Unmodified,0,2445.31,1.262390453562125,8.87566,0.771734,0.6798,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERANOC_clean,Zr,Unmodified,0,2835.0,1.1985199294532627,12.62605,0.849451,0.7134,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERANUI_clean,Zr,Unmodified,0,1805.37,1.3242404604042386,8.66627,0.597686,0.6488,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ERAPUK_clean,In,Unmodified,0,1182.84,1.4399242501099052,7.36228,0.4258,0.5982,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
ERAQAR_clean,In,Unmodified,0,1169.09,1.4777544928106476,7.38576,0.431907,0.6066,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
ESARIB_clean,Zn,Unmodified,0,182.392,4.096956006842406,4.9043,0.186813,0.3502,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ESEBOV_clean,Zr,Unmodified,0,3425.07,2.2736119261796106,25.10343,1.94682,0.8414,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
ETIPII_clean,Zn,Unmodified,0,594.661,2.6340251000149664,4.4114,0.391588,0.5232,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ETIXAI_clean,Zn,Unmodified,0,732.986,2.216227867926536,5.65647,0.406116,0.4942,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ETIXOW_clean,Zn,Unmodified,0,754.781,1.6715842078695673,5.96193,0.31542,0.4984,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
ETIXUC_clean,Zn,Unmodified,0,803.584,1.8792658888180953,5.80413,0.377537,0.53,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EVOTIT_SL,Zn,Unmodified,0,978.095,1.729705192235928,8.2912,0.422954,0.5204,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EVOTOZ_clean,Zn,Unmodified,0,79.0,17.879898734177214,4.45428,0.353128,0.4864,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EWETIL_clean,Zn,Unmodified,0,79.0,14.291544303797467,4.41968,0.282258,0.4034,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EWOBEZ_clean,Cu,Unmodified,0,457.807,2.2411627607266817,6.08402,0.256505,0.4314,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
EWUHOU_clean,Zn,Unmodified,0,3207.66,1.5474083911636523,14.83807,1.24089,0.812,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EXECAN_clean,Zn,Unmodified,0,79.0,32.839189873417716,11.27641,0.648574,0.6312,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EXOGAB_clean,Cu,Unmodified,0,79.0,9.198987341772153,6.08835,0.18168,0.4432,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
EZIMEG_clean,Zn,Unmodified,0,1193.19,1.8758353657003495,9.90798,0.559557,0.5998,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EZIMIK_clean,Zn,Unmodified,0,1184.75,1.8882397130196245,9.82604,0.559273,0.5976,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
EZOBUR01_clean,Cu,Unmodified,0,410.758,2.148067718705418,5.21262,0.220584,0.4516,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FACMIH_charged,Cu,Unmodified,0,79.0,27.64030379746836,14.18478,0.545896,0.525,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FALRIV01_clean,Zn,Unmodified,0,1088.96,1.7821297384660595,5.68899,0.485167,0.5166,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FALRIV_clean,Zn,Unmodified,0,1103.6,1.778274737223632,5.65646,0.490626,0.5212,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FALROB_clean,Zn,Unmodified,0,1104.78,1.770318072376401,5.75308,0.488953,0.5176,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FAVDAK_clean,Zn,Unmodified,0,517.317,1.930646006220557,6.67812,0.249689,0.5552,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FAVDEO_clean,Zn,Unmodified,0,596.685,1.5930214434752008,8.86805,0.237633,0.566,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FAVDIS_clean,Zn,Unmodified,0,210.151,2.7115930925858076,7.08952,0.142461,0.4708,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FAZQEE_clean,Zn,Unmodified,0,2480.68,1.9402583162681202,23.71818,1.20329,0.8204,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FAZQOO_clean,Zn,Unmodified,0,4137.98,1.9142383481795466,23.50242,1.98027,0.844,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FEBXOB_clean,Cu,Unmodified,0,2975.0,1.8179226890756301,14.45734,1.35208,0.8244,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FECJUT_clean,Zn,Unmodified,0,2013.68,1.3597830837074412,8.20883,0.684542,0.618,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FECYOD_clean,Zn,Unmodified,0,876.059,1.8789328116028716,7.61625,0.411514,0.5878,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FEKBED_clean,Fe,Unmodified,0,900.884,1.6810865771841879,9.97263,0.378616,0.8292,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
FEVNOL_clean,Cu,Unmodified,0,359.645,1.849167929486021,4.38957,0.166261,0.4604,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FEWWIP_clean,Fe,Unmodified,0,2325.6,1.1445098039215686,7.82961,0.665418,0.6608,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
FEWXEM_clean,Fe,Unmodified,0,4532.85,1.4684977442447908,17.92481,1.66412,0.805,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
FEWXIQ_clean,Fe,Unmodified,0,4678.25,1.4061924865067066,17.35042,1.64463,0.7942,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
FEZCIX_clean,Cu,Unmodified,0,2922.91,1.0621018094980688,9.87905,0.776107,0.8222,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FIDMEL01_clean,Zn,Unmodified,0,79.0,11.443746835443037,4.68139,0.226014,0.5084,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FIDMIP_clean,Zn,Unmodified,0,553.657,1.8472664483606276,5.76709,0.255688,0.5436,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FIGVUN_clean,Zn,Unmodified,0,79.0,14.327088607594936,4.04027,0.28296,0.5318,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FIHHOV_clean,Zn,Unmodified,0,132.245,10.615630080532345,6.48503,0.350966,0.475,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FIJCUX_clean,Zn,Unmodified,0,1238.83,1.5223396269060325,7.05898,0.47148,0.5956,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FIPWUY_clean,Zn,Unmodified,0,674.547,2.1806219581437616,4.7784,0.367733,0.4866,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FIQCEN_clean,Cu,Unmodified,0,2405.35,1.3631330159851998,13.18983,0.819703,0.7206,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FISGOF_clean,Cu,Unmodified,0,4623.85,1.6683413173005177,15.80637,1.92854,0.8372,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FIWJIG_clean,Cu,Unmodified,0,79.0,25.146734177215187,6.45458,0.496648,0.549,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FIWKUT_clean,Zn,Unmodified,0,1976.17,1.2039024982668494,10.75705,0.594779,0.6778,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FOCZEE_clean,Nd,Unmodified,0,200.886,4.149696842985574,4.4728,0.208404,0.3688,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
FODYUT_clean,Zn,Unmodified,0,79.0,13.933265822784808,4.86672,0.275182,0.5282,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FOPFAS_clean,Cu,Unmodified,0,3704.11,1.4457562005448001,20.99168,1.33881,0.7806,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQNIK_clean,Cu,Unmodified,0,928.009,1.6876948391664304,5.46061,0.391549,0.546,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQNOQ01_clean,Cu,Unmodified,0,790.181,1.9880457768536575,5.8632,0.392729,0.54,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQNOQ02_clean,Cu,Unmodified,0,786.062,1.999908404171681,5.77332,0.393013,0.5392,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQNOQ_clean,Cu,Unmodified,0,980.929,1.6785475809156423,5.74039,0.411634,0.5432,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQNUW01_clean,Cu,Unmodified,0,998.172,1.5922025462545533,6.20702,0.397323,0.5374,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQNUW02_clean,Cu,Unmodified,0,983.622,1.6676040186169079,6.26085,0.410073,0.5542,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQNUW_clean,Cu,Unmodified,0,967.403,1.6775263256367823,6.24181,0.405711,0.552,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQPAE01_clean,Cu,Unmodified,0,966.526,1.6287239039611972,6.12529,0.393551,0.5504,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FOQPAE02_clean,Cu,Unmodified,0,973.519,1.618351567868732,6.1209,0.393874,0.5506,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FORXAM_clean,Zn,Unmodified,0,2717.21,1.353436797303116,18.92754,0.919393,0.7312,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FORXIU_clean,Zn,Unmodified,0,3614.4,1.6647078353253653,23.85454,1.50423,0.8106,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FOSTIS_clean,In,Unmodified,0,3577.1,1.389818568113835,11.98757,1.24288,0.7524,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
FOSTOY_clean,In,Unmodified,0,3271.64,1.4129916494479833,11.96802,1.1557,0.7566,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
FUNCIB_clean,Zn,Unmodified,0,3003.53,1.4202355228680918,11.36834,1.06643,0.75,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUNVEQ_clean,Fe,Unmodified,0,569.122,1.5372802316550758,6.15591,0.218725,0.4336,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
FUSWIA_clean,Cu,Unmodified,0,2231.58,1.1732799182641895,6.8215,0.654567,0.6442,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FUTPUG_clean,Cu,Unmodified,0,1498.65,1.3227744970473425,8.76198,0.495594,0.708,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FUTZIF_clean,Zn,Unmodified,0,1390.71,1.3205830115552488,5.6655,0.459137,0.5754,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVBOP_clean,Cu,Unmodified,0,2021.05,1.4543885604017712,10.72258,0.734848,0.6984,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FUVDEH01_clean,Zn,Unmodified,0,334.414,2.978152828529906,7.23867,0.248984,0.397,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH02_clean,Zn,Unmodified,0,301.134,3.0819103787682556,7.02003,0.232017,0.3806,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH03_clean,Zn,Unmodified,0,297.36,2.9336427226257733,6.89105,0.218087,0.3654,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH04_clean,Zn,Unmodified,0,285.189,2.840081489819032,6.74437,0.20249,0.3518,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH05_clean,Zn,Unmodified,0,232.53,2.7554466090396934,7.30465,0.160181,0.3024,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH09_clean,Zn,Unmodified,0,330.314,3.030570911314688,7.0294,0.25026,0.397,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH10_clean,Zn,Unmodified,0,318.104,3.045582576767347,7.04062,0.242203,0.3892,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH11_clean,Zn,Unmodified,0,310.921,3.0124179453944895,6.87873,0.234156,0.3836,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH12_clean,Zn,Unmodified,0,295.002,3.0334845187490256,6.7205,0.223721,0.372,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH13_clean,Zn,Unmodified,0,319.498,2.7069590419971328,6.5322,0.216217,0.3658,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVDEH_clean,Zn,Unmodified,0,322.187,3.034585504691375,6.96664,0.244426,0.3906,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUVGAG02_clean,Zn,Unmodified,0,204.912,2.659385492308893,6.44753,0.136235,0.2574,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUWQIZ_clean,Cu,Unmodified,0,2826.81,1.1936748490347777,11.3491,0.843573,0.6918,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
FUYCAF_clean,Fe,Unmodified,0,79.0,16.54617721518987,4.03019,0.326787,0.5154,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
FUYCOT_clean,Zn,Unmodified,0,2750.24,1.3926260980859853,12.48944,0.957514,0.7746,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
FUYCUZ_clean,Zn,Unmodified,0,2362.89,1.3726140446656427,12.25879,0.810834,0.7496,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
GABGOI_clean,Zn,Unmodified,0,876.825,2.051018162119009,6.19829,0.449596,0.5256,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
GACBIY_clean,Cu,Unmodified,0,2118.04,1.3670695548714848,10.24471,0.723877,0.6674,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
GACYER_clean,Zn,Unmodified,0,2873.23,1.3802681999004605,11.44273,0.991457,0.746,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
GAFGEC_clean,Fe,Unmodified,0,1306.7,1.2225514655238388,6.70517,0.399377,0.5494,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
GAKTET_clean,Cu,Unmodified,0,442.182,3.107182110533671,4.25974,0.343485,0.4394,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
GATQIE_clean,Zr,Unmodified,0,3305.6,1.0662100677637947,8.12277,0.881116,0.7176,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
GATQOK_clean,Zr,Unmodified,0,1890.18,1.2934598821276282,8.0398,0.611218,0.641,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
GATSAY_clean,Zn,Unmodified,0,79.0,28.966379746835443,8.6533,0.572086,0.565,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
GAYFOD_clean,Zn,Unmodified,0,1306.25,1.6639142583732056,5.97544,0.543372,0.626,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
GAZZEO_clean,In,Unmodified,0,822.928,2.0517760970583088,5.11456,0.422116,0.5228,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
GEBPAG_clean,Zn,Unmodified,0,2387.13,1.2188108733081147,6.03127,0.727365,0.6844,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
GEBPEK_clean,Zn,Unmodified,0,4182.35,1.7308642270493861,17.98452,1.80977,0.837,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
